pays,zone,annee,culture,production_tonnes,surface_ha,rendement_kg_ha,valeur_production_kUSD
Indonésie,Asie tropicale,2018,Vanille,2413.0,3557.0,678.4,96517.8
Indonésie,Asie tropicale,2018,Café,851814.0,1079398.0,789.2,2385077.9
Indonésie,Asie tropicale,2018,Girofle,128337.0,87043.0,1474.4,577514.3
Indonésie,Asie tropicale,2018,Noix de coco,19944294.0,3335280.0,5979.8,10969361.8
Malaisie,Asie tropicale,2018,Canne à sucre,902440.0,8755.0,103080.7,252683.2
Malaisie,Asie tropicale,2018,Vanille,17.0,33.0,503.8,661.7
Malaisie,Asie tropicale,2018,Café,21092.0,35224.0,598.8,59058.7
Malaisie,Asie tropicale,2018,Girofle,1394.0,1208.0,1153.5,6271.1
Malaisie,Asie tropicale,2018,Noix de coco,554116.0,71388.0,7762.0,304763.6
Madagascar,Afrique de l'Est,2019,Canne à sucre,2599402.0,42098.0,61746.7,727832.6
Madagascar,Afrique de l'Est,2019,Vanille,3124.0,4278.0,730.2,124956.4
Madagascar,Afrique de l'Est,2019,Café,62179.0,158504.0,392.3,174100.2
Madagascar,Afrique de l'Est,2019,Girofle,16785.0,13876.0,1209.7,75534.3
Madagascar,Afrique de l'Est,2019,Noix de coco,106093.0,29067.0,3650.0,58351.2
Mozambique,Afrique de l'Est,2019,Canne à sucre,4375643.0,65701.0,66599.8,1225180.0
Mozambique,Afrique de l'Est,2019,Vanille,131.0,289.0,451.7,5229.7
Mozambique,Afrique de l'Est,2019,Café,24640.0,82743.0,297.8,68993.2
Mozambique,Afrique de l'Est,2019,Girofle,2312.0,2363.0,978.3,10401.8
Mozambique,Afrique de l'Est,2019,Noix de coco,26111.0,8156.0,3201.5,14361.0
Kenya,Afrique de l'Est,2019,Canne à sucre,,,,
Kenya,Afrique de l'Est,2019,Vanille,80.0,181.0,442.0,3200.5
Kenya,Afrique de l'Est,2019,Café,50752.0,81167.0,625.3,142104.9
Kenya,Afrique de l'Est,2019,Girofle,987.0,1329.0,743.1,4443.5
Kenya,Afrique de l'Est,2019,Noix de coco,152907.0,29055.0,5262.8,84099.1
Tanzania,Afrique de l'Est,2019,Canne à sucre,,,,
Tanzania,Afrique de l'Est,2019,Vanille,214.0,482.0,444.4,8567.6
Tanzania,Afrique de l'Est,2019,Café,62558.0,132760.0,471.2,175163.6
Tanzania,Afrique de l'Est,2019,Girofle,13976.0,11695.0,1195.0,62892.0
Tanzania,Afrique de l'Est,2019,Noix de coco,638359.0,116952.0,5458.3,351097.3
Uganda,Afrique de l'Est,2019,Canne à sucre,1921366.0,34809.0,55197.5,537982.6
Uganda,Afrique de l'Est,2019,Vanille,69.0,181.0,382.8,2767.8
Uganda,Afrique de l'Est,2019,Café,340163.0,496039.0,685.8,952457.4
Uganda,Afrique de l'Est,2019,Girofle,235.0,336.0,701.4,1058.9
Uganda,Afrique de l'Est,2019,Noix de coco,17652.0,4703.0,3753.6,9708.3
Ethiopia,Afrique de l'Est,2019,Canne à sucre,1350321.0,18151.0,74392.9,378089.8
Ethiopia,Afrique de l'Est,2019,Vanille,35.0,107.0,330.3,1409.5
Ethiopia,Afrique de l'Est,2019,Café,553962.0,775893.0,714.0,1551094.5
Ethiopia,Afrique de l'Est,2019,Girofle,116.0,223.0,519.1,521.9
Maurice,Océan Indien,2019,Canne à sucre,4458562.0,59224.0,75282.7,1248397.5
Maurice,Océan Indien,2019,Vanille,11.0,23.0,492.2,454.7
Maurice,Océan Indien,2019,Girofle,,,,
Maurice,Océan Indien,2019,Noix de coco,9170.0,1521.0,6029.9,5043.5
Comores,Océan Indien,2019,Canne à sucre,18295.0,352.0,52040.3,5122.7
Comores,Océan Indien,2019,Vanille,374.0,530.0,706.7,14972.7
Comores,Océan Indien,2019,Café,6213.0,17798.0,349.1,17397.7
Comores,Océan Indien,2019,Girofle,9636.0,8198.0,1175.4,43359.9
Comores,Océan Indien,2019,Noix de coco,65150.0,12546.0,5193.1,35832.7
Seychelles,Océan Indien,2019,Vanille,5.0,10.0,519.2,210.5
Seychelles,Océan Indien,2019,Girofle,61.0,71.0,853.3,273.5
Seychelles,Océan Indien,2019,Noix de coco,3486.0,535.0,6519.2,1917.5
Réunion,Océan Indien,2019,Canne à sucre,2084420.0,27136.0,76812.5,583637.6
Réunion,Océan Indien,2019,Vanille,28.0,43.0,662.3,1129.7
Réunion,Océan Indien,2019,Café,618.0,1287.0,479.7,1729.4
Réunion,Océan Indien,2019,Girofle,33.0,34.0,956.0,146.7
Réunion,Océan Indien,2019,Noix de coco,6675.0,1062.0,6283.3,3671.3
Brésil,Amériques tropicales,2019,Canne à sucre,809112504.0,10512511.0,76966.6,226551501.2
Brésil,Amériques tropicales,2019,Vanille,184.0,354.0,518.9,7356.1
Brésil,Amériques tropicales,2019,Café,4039840.0,2999005.0,1347.1,11311552.4
Brésil,Amériques tropicales,2019,Girofle,18292.0,12365.0,1479.4,82315.4
Brésil,Amériques tropicales,2019,Noix de coco,3336154.0,551537.0,6048.8,1834884.9
Inde,Asie tropicale,2019,Canne à sucre,352944313.0,4643888.0,76001.9,98824407.7
Inde,Asie tropicale,2019,Vanille,241.0,291.0,828.7,9634.7
Inde,Asie tropicale,2019,Café,,,,
Inde,Asie tropicale,2019,Girofle,86165.0,50498.0,1706.3,387741.7
Inde,Asie tropicale,2019,Noix de coco,16960357.0,2565749.0,6610.3,9328196.4
Thaïlande,Asie tropicale,2019,Canne à sucre,97611187.0,1268768.0,76933.8,27331132.3
Thaïlande,Asie tropicale,2019,Vanille,43.0,86.0,504.7,1732.2
Thaïlande,Asie tropicale,2019,Café,31133.0,49437.0,629.8,87172.8
Thaïlande,Asie tropicale,2019,Girofle,561.0,631.0,888.9,2525.7
Thaïlande,Asie tropicale,2019,Noix de coco,1254813.0,212599.0,5902.3,690147.3
Indonésie,Asie tropicale,2019,Canne à sucre,38217506.0,527098.0,72505.5,10700901.8
Indonésie,Asie tropicale,2019,Vanille,2320.0,3397.0,683.0,92808.1
Indonésie,Asie tropicale,2019,Café,895223.0,1149969.0,778.5,2506624.9
Indonésie,Asie tropicale,2019,Girofle,102525.0,67390.0,1521.4,461363.1
Indonésie,Asie tropicale,2019,Noix de coco,18823911.0,2955389.0,6369.4,10353150.8
Malaisie,Asie tropicale,2019,Canne à sucre,884561.0,8202.0,107848.9,247677.0
Malaisie,Asie tropicale,2019,Vanille,16.0,29.0,539.0,633.4
Malaisie,Asie tropicale,2019,Café,20811.0,37595.0,553.6,58272.1
Malaisie,Asie tropicale,2019,Girofle,1294.0,1072.0,1207.3,5821.5
Malaisie,Asie tropicale,2019,Noix de coco,500180.0,69917.0,7153.9,275098.8
Madagascar,Afrique de l'Est,2020,Canne à sucre,2916579.0,48497.0,60139.0,816642.2
Madagascar,Afrique de l'Est,2020,Vanille,3408.0,4834.0,705.1,136330.3
Madagascar,Afrique de l'Est,2020,Café,62404.0,166486.0,374.8,174731.1
Madagascar,Afrique de l'Est,2020,Girofle,16220.0,11876.0,1365.8,72988.8
Madagascar,Afrique de l'Est,2020,Noix de coco,105817.0,30016.0,3525.3,58199.3
Mozambique,Afrique de l'Est,2020,Canne à sucre,4244875.0,61737.0,68757.8,1188565.0
Mozambique,Afrique de l'Est,2020,Vanille,143.0,309.0,461.6,5713.4
Mozambique,Afrique de l'Est,2020,Café,23833.0,80862.0,294.7,66733.6
Mozambique,Afrique de l'Est,2020,Girofle,2337.0,2358.0,991.1,10516.6
Mozambique,Afrique de l'Est,2020,Noix de coco,24553.0,7300.0,3363.7,13504.2
Kenya,Afrique de l'Est,2020,Canne à sucre,5756529.0,72988.0,78869.9,1611828.1
Kenya,Afrique de l'Est,2020,Vanille,94.0,233.0,403.6,3755.1
Kenya,Afrique de l'Est,2020,Café,58650.0,93456.0,627.6,164220.8
Kenya,Afrique de l'Est,2020,Girofle,986.0,1280.0,770.2,4435.7
Kenya,Afrique de l'Est,2020,Noix de coco,171235.0,33396.0,5127.3,94179.3
Tanzania,Afrique de l'Est,2020,Canne à sucre,2760756.0,42995.0,64210.4,773011.7
Tanzania,Afrique de l'Est,2020,Vanille,,,,
Tanzania,Afrique de l'Est,2020,Café,58019.0,119200.0,486.7,162453.8
Tanzania,Afrique de l'Est,2020,Girofle,13604.0,11101.0,1225.5,61216.5
Tanzania,Afrique de l'Est,2020,Noix de coco,658106.0,118476.0,5554.8,361958.1
Uganda,Afrique de l'Est,2020,Canne à sucre,2013158.0,33790.0,59579.3,563684.2
Uganda,Afrique de l'Est,2020,Vanille,69.0,181.0,379.0,2745.6
Uganda,Afrique de l'Est,2020,Café,333558.0,461184.0,723.3,933963.6
Uganda,Afrique de l'Est,2020,Girofle,242.0,344.0,704.0,1089.2
Uganda,Afrique de l'Est,2020,Noix de coco,14809.0,4107.0,3605.8,8144.7
Ethiopia,Afrique de l'Est,2020,Canne à sucre,1406629.0,18707.0,75194.3,393856.2
Ethiopia,Afrique de l'Est,2020,Vanille,33.0,103.0,315.6,1302.7
Ethiopia,Afrique de l'Est,2020,Café,518561.0,676621.0,766.4,1451969.6
Ethiopia,Afrique de l'Est,2020,Girofle,103.0,192.0,536.5,464.1
Maurice,Océan Indien,2020,Canne à sucre,4090032.0,52446.0,77985.7,1145208.9
Maurice,Océan Indien,2020,Vanille,12.0,23.0,545.5,498.7
Maurice,Océan Indien,2020,Girofle,,,,
Maurice,Océan Indien,2020,Noix de coco,10118.0,1760.0,5749.3,5564.7
Comores,Océan Indien,2020,Canne à sucre,17999.0,343.0,52480.5,5039.7
Comores,Océan Indien,2020,Vanille,398.0,605.0,657.4,15921.0
Comores,Océan Indien,2020,Café,5355.0,14969.0,357.7,14993.3
Comores,Océan Indien,2020,Girofle,9498.0,7887.0,1204.2,42739.4
Comores,Océan Indien,2020,Noix de coco,57331.0,11203.0,5117.7,31532.3
Seychelles,Océan Indien,2020,Vanille,6.0,11.0,521.5,228.6
Seychelles,Océan Indien,2020,Girofle,58.0,71.0,827.3,262.9
Seychelles,Océan Indien,2020,Noix de coco,3621.0,593.0,6109.3,1991.5
Réunion,Océan Indien,2020,Canne à sucre,2086946.0,27071.0,77090.6,584344.9
Réunion,Océan Indien,2020,Vanille,27.0,44.0,608.3,1082.1
Réunion,Océan Indien,2020,Café,,,,
Réunion,Océan Indien,2020,Girofle,36.0,36.0,1017.6,162.9
Réunion,Océan Indien,2020,Noix de coco,7046.0,1095.0,6437.4,3875.5
Brésil,Amériques tropicales,2020,Canne à sucre,847576484.0,10931895.0,77532.4,237321415.4
Brésil,Amériques tropicales,2020,Vanille,162.0,297.0,546.2,6489.1
Brésil,Amériques tropicales,2020,Café,3843059.0,3213125.0,1196.1,10760564.6
Brésil,Amériques tropicales,2020,Girofle,18403.0,13402.0,1373.2,82813.6
Brésil,Amériques tropicales,2020,Noix de coco,3351841.0,531726.0,6303.7,1843512.7
Inde,Asie tropicale,2020,Canne à sucre,395108865.0,5082955.0,77732.1,110630482.2
Inde,Asie tropicale,2020,Vanille,239.0,332.0,720.3,9572.3
Inde,Asie tropicale,2020,Café,423596.0,437786.0,967.6,1186068.8
Inde,Asie tropicale,2020,Girofle,85875.0,54626.0,1572.0,386435.5
Inde,Asie tropicale,2020,Noix de coco,18624517.0,2730368.0,6821.2,10243484.3
Thaïlande,Asie tropicale,2020,Canne à sucre,83218089.0,1137481.0,73160.0,23301065.0
Thaïlande,Asie tropicale,2020,Vanille,45.0,94.0,476.8,1783.5
Thaïlande,Asie tropicale,2020,Café,31479.0,48471.0,649.4,88140.2
Thaïlande,Asie tropicale,2020,Girofle,545.0,627.0,869.5,2454.5
Thaïlande,Asie tropicale,2020,Noix de coco,1352490.0,210137.0,6436.2,743869.3
Indonésie,Asie tropicale,2020,Canne à sucre,38837112.0,538239.0,72155.9,10874391.4
Indonésie,Asie tropicale,2020,Vanille,2352.0,3410.0,689.8,94078.0
Indonésie,Asie tropicale,2020,Café,,,,
Indonésie,Asie tropicale,2020,Girofle,136146.0,87676.0,1552.8,612656.6
Indonésie,Asie tropicale,2020,Noix de coco,19816056.0,3141859.0,6307.1,10898830.9
Malaisie,Asie tropicale,2020,Canne à sucre,920607.0,8765.0,105028.1,257770.1
Malaisie,Asie tropicale,2020,Vanille,20.0,40.0,496.1,793.0
Malaisie,Asie tropicale,2020,Café,21900.0,37158.0,589.4,61319.1
Malaisie,Asie tropicale,2020,Girofle,1373.0,1166.0,1178.0,6179.6
Malaisie,Asie tropicale,2020,Noix de coco,620717.0,84301.0,7363.1,341394.5
Madagascar,Afrique de l'Est,2021,Canne à sucre,2913063.0,50201.0,58028.0,815657.7
Madagascar,Afrique de l'Est,2021,Vanille,3254.0,4721.0,689.3,130167.5
Madagascar,Afrique de l'Est,2021,Café,67132.0,179586.0,373.8,187969.3
Madagascar,Afrique de l'Est,2021,Girofle,16762.0,12095.0,1385.8,75429.4
Madagascar,Afrique de l'Est,2021,Noix de coco,109481.0,27693.0,3953.4,60214.3
Mozambique,Afrique de l'Est,2021,Canne à sucre,4275930.0,60912.0,70198.3,1197260.3
Mozambique,Afrique de l'Est,2021,Vanille,135.0,309.0,436.2,5384.8
Mozambique,Afrique de l'Est,2021,Café,24858.0,78882.0,315.1,69602.1
Mozambique,Afrique de l'Est,2021,Girofle,2457.0,2492.0,986.1,11058.5
Mozambique,Afrique de l'Est,2021,Noix de coco,25251.0,7634.0,3307.8,13888.1
Kenya,Afrique de l'Est,2021,Canne à sucre,5982053.0,75812.0,78906.2,1674974.8
Kenya,Afrique de l'Est,2021,Vanille,88.0,220.0,400.4,3528.0
Kenya,Afrique de l'Est,2021,Café,52606.0,83334.0,631.3,147296.6
Kenya,Afrique de l'Est,2021,Girofle,882.0,1175.0,750.7,3970.9
Kenya,Afrique de l'Est,2021,Noix de coco,167904.0,31049.0,5407.7,92347.1
Tanzania,Afrique de l'Est,2021,Canne à sucre,2782365.0,44529.0,62484.2,779062.2
Tanzania,Afrique de l'Est,2021,Vanille,233.0,486.0,478.6,9309.5
Tanzania,Afrique de l'Est,2021,Café,57211.0,125210.0,456.9,160192.0
Tanzania,Afrique de l'Est,2021,Girofle,12614.0,10565.0,1194.0,56761.1
Tanzania,Afrique de l'Est,2021,Noix de coco,609565.0,103182.0,5907.7,335260.8
Uganda,Afrique de l'Est,2021,Canne à sucre,2124639.0,37698.0,56359.3,594898.8
Uganda,Afrique de l'Est,2021,Vanille,70.0,184.0,379.8,2788.9
Uganda,Afrique de l'Est,2021,Café,346088.0,456674.0,757.8,969047.8
Uganda,Afrique de l'Est,2021,Girofle,219.0,302.0,724.6,984.1
Uganda,Afrique de l'Est,2021,Noix de coco,17464.0,5113.0,3415.4,9604.9
Ethiopia,Afrique de l'Est,2021,Canne à sucre,1427208.0,19481.0,73261.8,399618.2
Ethiopia,Afrique de l'Est,2021,Vanille,35.0,107.0,327.3,1403.4
Ethiopia,Afrique de l'Est,2021,Café,519378.0,661596.0,785.0,1454258.0
Ethiopia,Afrique de l'Est,2021,Girofle,114.0,199.0,575.8,514.7
Maurice,Océan Indien,2021,Canne à sucre,4228609.0,57313.0,73781.6,1184010.4
Maurice,Océan Indien,2021,Vanille,11.0,21.0,533.3,442.7
Maurice,Océan Indien,2021,Girofle,216.0,248.0,870.5,972.1
Maurice,Océan Indien,2021,Noix de coco,9351.0,1502.0,6227.0,5143.3
Comores,Océan Indien,2021,Canne à sucre,18912.0,324.0,58365.6,5295.4
Comores,Océan Indien,2021,Vanille,389.0,577.0,674.0,15566.3
Comores,Océan Indien,2021,Café,5585.0,15448.0,361.6,15638.4
Comores,Océan Indien,2021,Girofle,8446.0,7165.0,1178.8,38004.8
Comores,Océan Indien,2021,Noix de coco,57449.0,11513.0,4989.8,31596.9
Seychelles,Océan Indien,2021,Vanille,6.0,12.0,486.8,236.9
Seychelles,Océan Indien,2021,Girofle,54.0,61.0,886.8,244.4
Seychelles,Océan Indien,2021,Noix de coco,3915.0,599.0,6538.2,2153.3
Réunion,Océan Indien,2021,Canne à sucre,2149202.0,27284.0,78771.7,601776.5
Réunion,Océan Indien,2021,Vanille,,,,
Réunion,Océan Indien,2021,Café,592.0,1354.0,437.0,1656.6
Réunion,Océan Indien,2021,Girofle,32.0,32.0,992.3,144.6
Réunion,Océan Indien,2021,Noix de coco,6915.0,1079.0,6406.8,3803.5
Brésil,Amériques tropicales,2021,Canne à sucre,885152090.0,10781097.0,82102.2,247842585.2
Brésil,Amériques tropicales,2021,Vanille,173.0,297.0,584.0,6929.2
Brésil,Amériques tropicales,2021,Café,3311199.0,2307224.0,1435.1,9271356.6
Brésil,Amériques tropicales,2021,Girofle,18009.0,13510.0,1333.1,81042.3
Brésil,Amériques tropicales,2021,Noix de coco,3437109.0,569231.0,6038.2,1890409.8
Inde,Asie tropicale,2021,Canne à sucre,399521772.0,5354274.0,74617.4,111866096.0
Inde,Asie tropicale,2021,Vanille,227.0,310.0,730.4,9069.7
Inde,Asie tropicale,2021,Café,433963.0,456214.0,951.2,1215095.1
Inde,Asie tropicale,2021,Girofle,87651.0,55253.0,1586.4,394430.7
Inde,Asie tropicale,2021,Noix de coco,18175188.0,2728181.0,6662.0,9996353.2
Thaïlande,Asie tropicale,2021,Canne à sucre,97687249.0,1315766.0,74243.6,27352429.7
Thaïlande,Asie tropicale,2021,Vanille,44.0,88.0,503.3,1768.6
Thaïlande,Asie tropicale,2021,Café,31083.0,47536.0,653.9,87031.5
Thaïlande,Asie tropicale,2021,Girofle,573.0,647.0,886.5,2580.1
Thaïlande,Asie tropicale,2021,Noix de coco,1256056.0,203444.0,6174.0,690830.7
Indonésie,Asie tropicale,2021,Canne à sucre,37423040.0,525975.0,71149.8,10478451.3
Indonésie,Asie tropicale,2021,Vanille,2348.0,3416.0,687.3,93913.7
Indonésie,Asie tropicale,2021,Café,844493.0,1139428.0,741.2,2364580.8
Indonésie,Asie tropicale,2021,Girofle,132454.0,84510.0,1567.3,596044.7
Indonésie,Asie tropicale,2021,Noix de coco,21207281.0,3234794.0,6556.0,11664004.6
Malaisie,Asie tropicale,2021,Canne à sucre,844982.0,8087.0,104489.0,236595.1
Malaisie,Asie tropicale,2021,Vanille,16.0,32.0,505.0,642.1
Malaisie,Asie tropicale,2021,Café,22261.0,37316.0,596.6,62331.6
Malaisie,Asie tropicale,2021,Girofle,1400.0,1170.0,1196.3,6297.9
Malaisie,Asie tropicale,2021,Noix de coco,546971.0,72299.0,7565.4,300834.3
Madagascar,Afrique de l'Est,2022,Canne à sucre,2847404.0,47276.0,60229.1,797273.1
Madagascar,Afrique de l'Est,2022,Vanille,3575.0,5020.0,712.2,143003.5
Madagascar,Afrique de l'Est,2022,Café,62637.0,161521.0,387.8,175382.3
Madagascar,Afrique de l'Est,2022,Girofle,17500.0,13557.0,1290.9,78747.8
Madagascar,Afrique de l'Est,2022,Noix de coco,108636.0,30377.0,3576.3,59749.9
Mozambique,Afrique de l'Est,2022,Canne à sucre,4893797.0,72003.0,67967.0,1370263.2
Mozambique,Afrique de l'Est,2022,Vanille,,,,
Mozambique,Afrique de l'Est,2022,Café,25078.0,82795.0,302.9,70219.1
Mozambique,Afrique de l'Est,2022,Girofle,2381.0,2397.0,993.5,10716.0
Mozambique,Afrique de l'Est,2022,Noix de coco,25760.0,7488.0,3440.0,14167.9
Kenya,Afrique de l'Est,2022,Canne à sucre,5478035.0,66879.0,81909.8,1533849.9
Kenya,Afrique de l'Est,2022,Vanille,92.0,221.0,415.2,3668.3
Kenya,Afrique de l'Est,2022,Café,55897.0,88433.0,632.1,156511.0
Kenya,Afrique de l'Est,2022,Girofle,902.0,1102.0,818.3,4059.2
Kenya,Afrique de l'Est,2022,Noix de coco,,,,
Tanzania,Afrique de l'Est,2022,Canne à sucre,2672347.0,41120.0,64988.6,748257.3
Tanzania,Afrique de l'Est,2022,Vanille,,,,
Tanzania,Afrique de l'Est,2022,Café,66464.0,146212.0,454.6,186098.1
Tanzania,Afrique de l'Est,2022,Girofle,12356.0,9562.0,1292.2,55600.3
Tanzania,Afrique de l'Est,2022,Noix de coco,617030.0,101106.0,6102.8,339366.4
Uganda,Afrique de l'Est,2022,Canne à sucre,2119507.0,35647.0,59458.3,593461.8
Uganda,Afrique de l'Est,2022,Vanille,70.0,182.0,383.7,2786.9
Uganda,Afrique de l'Est,2022,Café,312607.0,420455.0,743.5,875299.1
Uganda,Afrique de l'Est,2022,Girofle,236.0,321.0,735.0,1062.5
Uganda,Afrique de l'Est,2022,Noix de coco,16783.0,4860.0,3453.5,9230.9
Ethiopia,Afrique de l'Est,2022,Canne à sucre,1248390.0,17204.0,72562.1,349549.2
Ethiopia,Afrique de l'Est,2022,Vanille,37.0,119.0,312.6,1489.5
Ethiopia,Afrique de l'Est,2022,Café,575769.0,720842.0,798.7,1612154.4
Ethiopia,Afrique de l'Est,2022,Girofle,122.0,209.0,584.8,550.8
Maurice,Océan Indien,2022,Canne à sucre,4440560.0,56611.0,78440.2,1243356.7
Maurice,Océan Indien,2022,Vanille,11.0,20.0,531.8,434.4
Maurice,Océan Indien,2022,Girofle,230.0,241.0,954.5,1036.9
Maurice,Océan Indien,2022,Noix de coco,9562.0,1609.0,5944.4,5259.0
Comores,Océan Indien,2022,Canne à sucre,17382.0,323.0,53810.2,4866.9
Comores,Océan Indien,2022,Vanille,415.0,676.0,614.5,16618.2
Comores,Océan Indien,2022,Café,5648.0,16760.0,337.0,15815.4
Comores,Océan Indien,2022,Girofle,10509.0,9123.0,1151.9,47289.9
Comores,Océan Indien,2022,Noix de coco,66156.0,13522.0,4892.3,36385.6
Seychelles,Océan Indien,2022,Vanille,5.0,11.0,479.5,202.6
Seychelles,Océan Indien,2022,Girofle,55.0,58.0,940.0,247.3
Seychelles,Océan Indien,2022,Noix de coco,3718.0,609.0,6108.0,2045.1
Réunion,Océan Indien,2022,Canne à sucre,1970860.0,24377.0,80848.7,551840.7
Réunion,Océan Indien,2022,Vanille,31.0,52.0,604.7,1259.8
Réunion,Océan Indien,2022,Café,578.0,1272.0,454.1,1617.3
Réunion,Océan Indien,2022,Girofle,35.0,36.0,961.5,156.1
Réunion,Océan Indien,2022,Noix de coco,6662.0,1056.0,6311.3,3664.1
Brésil,Amériques tropicales,2022,Canne à sucre,846221441.0,10883122.0,77755.4,236942003.5
Brésil,Amériques tropicales,2022,Vanille,162.0,293.0,553.5,6479.3
Brésil,Amériques tropicales,2022,Café,3636075.0,2738049.0,1328.0,10181010.0
Brésil,Amériques tropicales,2022,Girofle,17879.0,12489.0,1431.5,80453.6
Brésil,Amériques tropicales,2022,Noix de coco,,,,
Inde,Asie tropicale,2022,Canne à sucre,376956289.0,4719746.0,79867.9,105547760.9
Inde,Asie tropicale,2022,Vanille,250.0,326.0,766.5,10006.1
Inde,Asie tropicale,2022,Café,457366.0,513198.0,891.2,1280623.7
Inde,Asie tropicale,2022,Girofle,82269.0,49759.0,1653.4,370210.4
Inde,Asie tropicale,2022,Noix de coco,17844145.0,2522993.0,7072.6,9814279.8
Thaïlande,Asie tropicale,2022,Canne à sucre,98435366.0,1364315.0,72150.0,27561902.4
Thaïlande,Asie tropicale,2022,Vanille,43.0,90.0,475.9,1719.1
Thaïlande,Asie tropicale,2022,Café,28812.0,44172.0,652.3,80673.0
Thaïlande,Asie tropicale,2022,Girofle,542.0,620.0,875.5,2440.8
Thaïlande,Asie tropicale,2022,Noix de coco,1542894.0,247186.0,6241.8,848591.6
Indonésie,Asie tropicale,2022,Canne à sucre,36464554.0,492200.0,74084.8,10210075.0
Indonésie,Asie tropicale,2022,Vanille,2238.0,3299.0,678.5,89523.1
Indonésie,Asie tropicale,2022,Café,850900.0,1098654.0,774.5,2382518.7
Indonésie,Asie tropicale,2022,Girofle,129940.0,87504.0,1485.0,584731.4
Indonésie,Asie tropicale,2022,Noix de coco,20652831.0,3207746.0,6438.4,11359057.1
Malaisie,Asie tropicale,2022,Canne à sucre,976603.0,8872.0,110074.6,273448.9
Malaisie,Asie tropicale,2022,Vanille,17.0,33.0,518.7,687.0
Malaisie,Asie tropicale,2022,Café,22241.0,38983.0,570.5,62275.9
Malaisie,Asie tropicale,2022,Girofle,1313.0,1063.0,1234.9,5906.3
Malaisie,Asie tropicale,2022,Noix de coco,535048.0,73809.0,7249.1,294276.7
